id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:02,000 --> 00:00:30,751"," 00:00:17,251 --> 00:00:19,001 00:00:19,126 --> 00:00:20,793 2    00:00:19,126 --> 00:00:20,793 00:00:28,334 --> 00:00:30,751 3   I '// never forge! that summer.","00:00:02,000","00:00:30,751",2,30.751,28.751
2,"00:00:30,886 --> 00:00:44,054","/ spent' e week in the old house where my mother grew up- Planning & Screenplay by Hayao Miyazaki Produced by Toshio Suzuki Based on ""The Borrowers"" by Mary Norton Music by Cécile Corbel Almost there.","00:00:30,886","00:00:44,054",30.886,44.054,13.168000000000003
3,"00:00:44,074 --> 00:00:57,242",Feeling all right?,"00:00:44,074","00:00:57,242",44.074,57.242,13.168
4,"00:00:57,376 --> 00:00:58,709",Yes.,"00:00:57,376","00:00:58,709",57.376,58.709,1.3330000000000055
5,"00:01:05,793 --> 00:01:34,876",Directed by Hiromasa Yonebayashi THE SECRET WORLD OF ARRIETTY Haru...how many times have I told her?,"00:01:05,793","00:01:34,876",65.793,94.876,29.083
6,"00:01:36,094 --> 00:01:37,199",- I'll be right back.,"00:01:36,094","00:01:37,199",96.094,97.199,1.105000000000004
7,"00:01:37,219 --> 00:01:38,324",- Okay.,"00:01:37,219","00:01:38,324",97.219,98.324,1.105000000000004
8,"00:01:44,344 --> 00:01:46,491",Haru!,"00:01:44,344","00:01:46,491",104.344,106.491,2.1470000000000056
9,"00:01:46,511 --> 00:01:48,658",You're blocking the driveway again.,"00:01:46,511","00:01:48,658",106.511,108.658,2.1470000000000056
10,"00:03:16,209 --> 00:03:17,709",Sho?,"00:03:16,209","00:03:17,709",196.209,197.709,1.5
11,"00:03:17,834 --> 00:03:19,959",Where are you?,"00:03:17,834","00:03:19,959",197.834,199.959,2.125
12,"00:04:35,418 --> 00:04:36,876",Don't touch!,"00:04:35,418","00:04:36,876",275.418,276.876,1.45799999999997
13,"00:04:38,834 --> 00:04:40,793",These aren't for you.,"00:04:38,834","00:04:40,793",278.834,280.793,1.9590000000000032
14,"00:05:02,136 --> 00:05:03,137",- Arrietty!,"00:05:02,136","00:05:03,137",302.136,303.137,1.0009999999999764
15,"00:05:03,157 --> 00:05:04,158",- What?,"00:05:03,157","00:05:04,158",303.157,304.158,1.0010000000000332
16,"00:05:05,043 --> 00:05:07,168","You went outside again, didn't you?","00:05:05,043","00:05:07,168",305.043,307.168,2.125
17,"00:05:07,959 --> 00:05:10,834","And you might clean up this room, young lady.","00:05:07,959","00:05:10,834",307.959,310.834,2.875
18,"00:05:10,959 --> 00:05:12,668",It's my own little garden.,"00:05:10,959","00:05:12,668",310.959,312.668,1.7090000000000032
19,"00:05:13,251 --> 00:05:16,459","If you ask me, it looks like a mess.","00:05:13,251","00:05:16,459",313.251,316.459,3.208000000000027
20,"00:05:18,178 --> 00:05:19,053",Oh!,"00:05:18,178","00:05:19,053",318.178,319.053,0.875
21,"00:05:19,073 --> 00:05:19,948",Is that a bay leaf?,"00:05:19,073","00:05:19,948",319.073,319.948,0.875
22,"00:05:25,334 --> 00:05:30,126","Oh, well, I guess this means your birthday comes early.","00:05:25,334","00:05:30,126",325.334,330.126,4.791999999999973
23,"00:05:35,418 --> 00:05:37,168",Enough for a whole year.,"00:05:35,418","00:05:37,168",335.418,337.168,1.75
24,"00:05:37,918 --> 00:05:40,876",But the bay tree's so far away.,"00:05:37,918","00:05:40,876",337.918,340.876,2.95799999999997
25,"00:05:41,001 --> 00:05:43,126",If a human bean saw you...,"00:05:41,001","00:05:43,126",341.001,343.126,2.125
26,"00:05:43,251 --> 00:05:44,834",I'm always careful.,"00:05:43,251","00:05:44,834",343.251,344.834,1.5830000000000268
27,"00:05:45,584 --> 00:05:48,793",The world is full of dangerous creatures.,"00:05:45,584","00:05:48,793",345.584,348.793,3.209000000000003
28,"00:05:50,668 --> 00:05:52,084",Your great uncle...,"00:05:50,668","00:05:52,084",350.668,352.084,1.4159999999999968
29,"00:05:52,219 --> 00:05:53,511",...was eaten by a frog.,"00:05:52,219","00:05:53,511",352.219,353.511,1.29200000000003
30,"00:05:53,531 --> 00:05:54,823",Right?,"00:05:53,531","00:05:54,823",353.531,354.823,1.2919999999999732
31,"00:05:55,543 --> 00:05:57,876",Doesn't that sh/so smell lovely?,"00:05:55,543","00:05:57,876",355.543,357.876,2.33299999999997
32,"00:05:58,334 --> 00:05:59,793","Yes, it does.","00:05:58,334","00:05:59,793",358.334,359.793,1.4590000000000032
33,"00:06:00,751 --> 00:06:03,918","With a bit of sugar, I could make sh/so juice.","00:06:00,751","00:06:03,918",360.751,363.918,3.16700000000003
34,"00:06:07,344 --> 00:06:08,657",Wait till tonight.,"00:06:07,344","00:06:08,657",367.344,368.657,1.3129999999999882
35,"00:06:08,677 --> 00:06:09,990",I'll borrow some for you.,"00:06:08,677","00:06:09,990",368.677,369.99,1.3129999999999882
36,"00:06:11,844 --> 00:06:13,907",My first borrowing ever!,"00:06:11,844","00:06:13,907",371.844,373.907,2.062999999999988
37,"00:06:13,927 --> 00:06:15,990",I've been practising night and day.,"00:06:13,927","00:06:15,990",373.927,375.99,2.062999999999988
38,"00:06:16,668 --> 00:06:18,168",Papa's home.,"00:06:16,668","00:06:18,168",376.668,378.168,1.5
39,"00:06:23,876 --> 00:06:25,501",Welcome back.,"00:06:23,876","00:06:25,501",383.876,385.501,1.625
40,"00:06:28,178 --> 00:06:29,970","- Papa, about tonight...","00:06:28,178","00:06:29,970",388.178,389.97,1.79200000000003
41,"00:06:29,990 --> 00:06:31,782",- There's a boy in the house.,"00:06:29,990","00:06:31,782",389.99,391.782,1.7919999999999732
42,"00:06:33,084 --> 00:06:34,668",I saw him.,"00:06:33,084","00:06:34,668",393.084,394.668,1.5840000000000032
43,"00:06:34,803 --> 00:06:35,866",- No!,"00:06:34,803","00:06:35,866",394.803,395.866,1.0629999999999882
44,"00:06:35,886 --> 00:06:36,949",Arrietty...,"00:06:35,886","00:06:36,949",395.886,396.949,1.0629999999999882
45,"00:06:36,969 --> 00:06:38,032",- He didn't see me!,"00:06:36,969","00:06:38,032",396.969,398.032,1.0629999999999882
46,"00:06:38,178 --> 00:06:40,637",I hid behind the bay leaf.,"00:06:38,178","00:06:40,637",398.178,400.637,2.459000000000003
47,"00:06:40,657 --> 00:06:43,116","Papa, we're still going, aren't we?","00:06:40,657","00:06:43,116",400.657,403.116,2.459000000000003
48,"00:06:43,261 --> 00:06:44,533",I won't hear of it.,"00:06:43,261","00:06:44,533",403.261,404.533,1.2719999999999914
49,"00:06:44,553 --> 00:06:45,825",It's too dangerous.,"00:06:44,553","00:06:45,825",404.553,405.825,1.2719999999999914
50,"00:06:45,959 --> 00:06:48,168",But he's just a child!,"00:06:45,959","00:06:48,168",405.959,408.168,2.209000000000003
51,"00:06:48,293 --> 00:06:52,293","Papa, I've been waiting for such a long time.","00:06:48,293","00:06:52,293",408.293,412.293,4
52,"00:06:52,418 --> 00:06:55,334",The children can be more savage than the grownups.,"00:06:52,418","00:06:55,334",412.418,415.334,2.915999999999997
53,"00:06:55,793 --> 00:06:57,251",I'll be fine!,"00:06:55,793","00:06:57,251",415.793,417.251,1.45799999999997
54,"00:07:01,334 --> 00:07:03,543",Youngsters go to bed early.,"00:07:01,334","00:07:03,543",421.334,423.543,2.209000000000003
55,"00:07:04,459 --> 00:07:06,084","Thank you, Papa!","00:07:04,459","00:07:06,084",424.459,426.084,1.625
56,"00:07:06,584 --> 00:07:07,793",But Pod...,"00:07:06,584","00:07:07,793",426.584,427.793,1.2090000000000032
57,"00:07:07,928 --> 00:07:09,553",The boy's sick.,"00:07:07,928","00:07:09,553",427.928,429.553,1.625
58,"00:07:09,573 --> 00:07:11,198","Don't worry, we'll be fine.","00:07:09,573","00:07:11,198",429.573,431.198,1.625
59,"00:07:11,334 --> 00:07:13,043",But Still...,"00:07:11,334","00:07:13,043",431.334,433.043,1.7090000000000032
60,"00:07:13,803 --> 00:07:15,428","Stop worrying, Mother.","00:07:13,803","00:07:15,428",433.803,435.428,1.625
61,"00:07:15,448 --> 00:07:17,073",We'll be extra careful.,"00:07:15,448","00:07:17,073",435.448,437.073,1.625
62,"00:07:20,251 --> 00:07:22,834",Arrietty will be 14 soon.,"00:07:20,251","00:07:22,834",440.251,442.834,2.583000000000027
63,"00:07:22,959 --> 00:07:26,959",Someday she'll have to survive without our help.,"00:07:22,959","00:07:26,959",442.959,446.959,4
64,"00:07:27,084 --> 00:07:31,418",Sometimes I think we're the last Borrowers in the world.,"00:07:27,084","00:07:31,418",447.084,451.418,4.334000000000003
65,"00:07:56,918 --> 00:08:00,376","Whatever you need, just ask Haru.","00:07:56,918","00:08:00,376",476.918,480.376,3.45799999999997
66,"00:08:00,501 --> 00:08:01,959",All right.,"00:08:00,501","00:08:01,959",480.501,481.959,1.4580000000000268
67,"00:08:02,084 --> 00:08:03,793","Haru, I'm depending on you.","00:08:02,084","00:08:03,793",482.084,483.793,1.7090000000000032
68,"00:08:03,918 --> 00:08:05,709","Yes, ma'am.","00:08:03,918","00:08:05,709",483.918,485.709,1.7909999999999968
69,"00:08:12,678 --> 00:08:14,346",Let's shut the screen.,"00:08:12,678","00:08:14,346",492.678,494.346,1.6680000000000064
70,"00:08:14,366 --> 00:08:16,034",Keep the bugs out.,"00:08:14,366","00:08:16,034",494.366,496.034,1.6680000000000064
71,"00:09:01,918 --> 00:09:04,501",Shouldn't you wear something darker?,"00:09:01,918","00:09:04,501",541.918,544.501,2.58299999999997
72,"00:09:04,626 --> 00:09:06,584",I already decided!,"00:09:04,626","00:09:06,584",544.626,546.584,1.95799999999997
73,"00:09:09,793 --> 00:09:12,626",I hope you can borrow some tissue paper.,"00:09:09,793","00:09:12,626",549.793,552.626,2.83299999999997
74,"00:09:12,751 --> 00:09:15,084","And a bit of sugar, perhaps?","00:09:12,751","00:09:15,084",552.751,555.084,2.33299999999997
75,"00:09:15,209 --> 00:09:19,376",We could have sh/so juice and sugar for the tea.,"00:09:15,209","00:09:19,376",555.209,559.376,4.16700000000003
76,"00:09:22,334 --> 00:09:23,918",But anything's just fine.,"00:09:22,334","00:09:23,918",562.334,563.918,1.58400000000006
77,"00:09:26,834 --> 00:09:28,751",We'll be back soon.,"00:09:26,834","00:09:28,751",566.834,568.751,1.91700000000003
78,"00:09:29,511 --> 00:09:30,762",- Please be careful.,"00:09:29,511","00:09:30,762",569.511,570.762,1.2509999999999764
79,"00:09:30,782 --> 00:09:32,033",- We will.,"00:09:30,782","00:09:32,033",570.782,572.033,1.2509999999999764
80,"00:10:03,584 --> 00:10:05,043",Arrietty!,"00:10:03,584","00:10:05,043",603.584,605.043,1.45900000000006
81,"00:10:23,751 --> 00:10:25,168",Sorry!,"00:10:23,751","00:10:25,168",623.751,625.168,1.41700000000003
82,"00:11:04,803 --> 00:11:06,303",- Hold these for me.,"00:11:04,803","00:11:06,303",664.803,666.303,1.5
83,"00:11:06,323 --> 00:11:07,823",- Okay.,"00:11:06,323","00:11:07,823",666.323,667.823,1.5
84,"00:11:42,293 --> 00:11:43,751",Hold on tight!,"00:11:42,293","00:11:43,751",702.293,703.751,1.45799999999997
85,"00:12:29,584 --> 00:12:31,001",Arrietty?,"00:12:29,584","00:12:31,001",749.584,751.001,1.41700000000003
86,"00:12:31,126 --> 00:12:32,209",Ready?,"00:12:31,126","00:12:32,209",751.126,752.209,1.08299999999997
87,"00:13:57,459 --> 00:13:59,751",Everything's so huge.,"00:13:57,459","00:13:59,751",837.459,839.751,2.29200000000003
88,"00:14:00,334 --> 00:14:02,543",The world of human beans.,"00:14:00,334","00:14:02,543",840.334,842.543,2.20900000000006
89,"00:14:02,668 --> 00:14:04,543",The sugar's over there.,"00:14:02,668","00:14:04,543",842.668,844.543,1.875
90,"00:14:09,459 --> 00:14:11,168",Wait for me down there.,"00:14:09,459","00:14:11,168",849.459,851.168,1.70900000000006
91,"00:14:57,751 --> 00:14:59,543","Papa, you're great.","00:14:57,751","00:14:59,543",897.751,899.543,1.79200000000003
92,"00:16:23,918 --> 00:16:25,334","Now, let's get that tissue.","00:16:23,918","00:16:25,334",983.918,985.334,1.41599999999994
93,"00:16:45,793 --> 00:16:47,376","Papa, look.","00:16:45,793","00:16:47,376",1005.793,1007.376,1.58299999999997
94,"00:16:49,168 --> 00:16:51,209",Your first borrowing.,"00:16:49,168","00:16:51,209",1009.168,1011.209,2.04099999999994
95,"00:16:51,751 --> 00:16:53,793","Be careful, it's sharp.","00:16:51,751","00:16:53,793",1011.751,1013.793,2.04200000000003
96,"00:16:53,918 --> 00:16:55,043",I Will!,"00:16:53,918","00:16:55,043",1013.918,1015.043,1.125
97,"00:17:16,751 --> 00:17:18,751","Papa, borrowing is such fun!","00:17:16,751","00:17:18,751",1036.751,1038.751,2
98,"00:17:24,459 --> 00:17:25,918",Look down there.,"00:17:24,459","00:17:25,918",1044.459,1045.918,1.4589999999998327
99,"00:17:31,803 --> 00:17:32,908",Rats.,"00:17:31,803","00:17:32,908",1051.803,1052.908,1.1049999999997908
100,"00:17:32,928 --> 00:17:34,033",Steer clear of them.,"00:17:32,928","00:17:34,033",1052.928,1054.033,1.1049999999997908
101,"00:17:34,053 --> 00:17:35,158",They're trouble.,"00:17:34,053","00:17:35,158",1054.053,1055.158,1.1049999999997908
102,"00:17:35,834 --> 00:17:36,959",I'm not afraid.,"00:17:35,834","00:17:36,959",1055.834,1056.959,1.125
103,"00:17:39,053 --> 00:17:40,325",I'm ready for anything.,"00:17:39,053","00:17:40,325",1059.053,1060.325,1.2719999999999345
104,"00:17:40,345 --> 00:17:41,617",I've got this!,"00:17:40,345","00:17:41,617",1060.345,1061.617,1.2719999999999345
105,"00:17:42,751 --> 00:17:45,834",Sometimes it's best not to go looking for danger.,"00:17:42,751","00:17:45,834",1062.751,1065.834,3.0830000000000837
106,"00:18:32,459 --> 00:18:33,751",What is this place?,"00:18:32,459","00:18:33,751",1112.459,1113.751,1.2919999999999163
107,"00:18:34,418 --> 00:18:37,709",Human beans made it for their dolls.,"00:18:34,418","00:18:37,709",1114.418,1117.709,3.2910000000001673
108,"00:18:46,084 --> 00:18:48,418",It's just perfect for us!,"00:18:46,084","00:18:48,418",1126.084,1128.418,2.3339999999998327
109,"00:18:49,126 --> 00:18:52,793",I'm sure Mother would love that dresser over there.,"00:18:49,126","00:18:52,793",1129.126,1132.793,3.6669999999999163
110,"00:18:52,918 --> 00:18:54,709",These things aren't for borrowing.,"00:18:52,918","00:18:54,709",1132.918,1134.709,1.7910000000001673
111,"00:18:54,834 --> 00:18:57,918","If anything went missing, they'd know right away.","00:18:54,834","00:18:57,918",1134.834,1137.918,3.0839999999998327
112,"00:18:58,834 --> 00:18:59,918",Oh...,"00:18:58,834","00:18:59,918",1138.834,1139.918,1.0839999999998327
113,"00:21:20,418 --> 00:21:22,084",Don't be afraid.,"00:21:20,418","00:21:22,084",1280.418,1282.084,1.6660000000001673
114,"00:21:41,636 --> 00:21:43,616",I saw you.,"00:21:41,636","00:21:43,616",1301.636,1303.616,1.9800000000000182
115,"00:21:43,636 --> 00:21:45,616",In the garden.,"00:21:43,636","00:21:45,616",1303.636,1305.616,1.9800000000000182
116,"00:21:45,636 --> 00:21:47,616","It was you, wasn't it?","00:21:45,636","00:21:47,616",1305.636,1307.616,1.9800000000000182
117,"00:21:54,168 --> 00:21:56,918",My mother told me about you.,"00:21:54,168","00:21:56,918",1314.168,1316.918,2.75
118,"00:21:57,751 --> 00:22:01,751",She saw little people here when she was young.,"00:21:57,751","00:22:01,751",1317.751,1321.751,4
119,"00:22:03,584 --> 00:22:06,251",Was it you that she saw?,"00:22:03,584","00:22:06,251",1323.584,1326.251,2.6669999999999163
120,"00:22:08,876 --> 00:22:10,043",Was it?,"00:22:08,876","00:22:10,043",1328.876,1330.043,1.1669999999999163
121,"00:22:56,501 --> 00:22:58,418","I'm sorry, Papa.","00:22:56,501","00:22:58,418",1376.501,1378.418,1.9169999999999163
122,"00:22:58,918 --> 00:23:01,251","He saw me today, out in the garden.","00:22:58,918","00:23:01,251",1378.918,1381.251,2.3330000000000837
123,"00:23:02,751 --> 00:23:05,251",I should've been more careful.,"00:23:02,751","00:23:05,251",1382.751,1385.251,2.5
124,"00:23:05,918 --> 00:23:08,293",I hope he didn't frighten you.,"00:23:05,918","00:23:08,293",1385.918,1388.293,2.375
125,"00:23:08,418 --> 00:23:13,334","Best not tell your mother, it will only worry her.","00:23:08,418","00:23:13,334",1388.418,1393.334,4.916000000000167
126,"00:23:13,459 --> 00:23:14,584",All right.,"00:23:13,459","00:23:14,584",1393.459,1394.584,1.125
127,"00:23:20,011 --> 00:23:22,783",You don't always have to run.,"00:23:20,011","00:23:22,783",1400.011,1402.783,2.7719999999999345
128,"00:23:22,803 --> 00:23:25,575","Observe them first, then decide.","00:23:22,803","00:23:25,575",1402.803,1405.575,2.7719999999999345
129,"00:23:39,668 --> 00:23:40,918",We're home.,"00:23:39,668","00:23:40,918",1419.668,1420.918,1.25
130,"00:23:41,459 --> 00:23:42,834",Safe and sound.,"00:23:41,459","00:23:42,834",1421.459,1422.834,1.375
131,"00:23:54,626 --> 00:23:55,751",And...?,"00:23:54,626","00:23:55,751",1434.626,1435.751,1.125
132,"00:23:57,418 --> 00:23:59,209",Things didn't go well this time.,"00:23:57,418","00:23:59,209",1437.418,1439.209,1.7910000000001673
133,"00:23:59,334 --> 00:24:02,543",This light gave out before we finished.,"00:23:59,334","00:24:02,543",1439.334,1442.543,3.2089999999998327
134,"00:24:03,501 --> 00:24:04,709",Oh dear.,"00:24:03,501","00:24:04,709",1443.501,1444.709,1.2080000000000837
135,"00:24:05,834 --> 00:24:08,418",We had to give up on the sugar.,"00:24:05,834","00:24:08,418",1445.834,1448.418,2.5839999999998327
136,"00:24:08,886 --> 00:24:10,637",Don't give it a thought.,"00:24:08,886","00:24:10,637",1448.886,1450.637,1.7509999999999764
137,"00:24:10,657 --> 00:24:12,408",At least you're safe and sound.,"00:24:10,657","00:24:12,408",1450.657,1452.408,1.7509999999999764
138,"00:24:13,469 --> 00:24:15,657","Arrietty, you found something.","00:24:13,469","00:24:15,657",1453.469,1455.657,2.1879999999998745
139,"00:24:15,677 --> 00:24:17,865",Show your mother your first borrowing.,"00:24:15,677","00:24:17,865",1455.677,1457.865,2.188000000000102
140,"00:24:27,043 --> 00:24:28,793",What a pretty pin.,"00:24:27,043","00:24:28,793",1467.043,1468.793,1.75
141,"00:24:32,418 --> 00:24:33,918",Time for bed.,"00:24:32,418","00:24:33,918",1472.418,1473.918,1.5
142,"00:24:41,126 --> 00:24:42,584",Good night.,"00:24:41,126","00:24:42,584",1481.126,1482.584,1.4580000000000837
143,"00:24:47,626 --> 00:24:50,084",She looks worn out.,"00:24:47,626","00:24:50,084",1487.626,1490.084,2.4580000000000837
144,"00:24:51,043 --> 00:24:52,751",Shall I make some tea?,"00:24:51,043","00:24:52,751",1491.043,1492.751,1.7080000000000837
145,"00:27:25,918 --> 00:27:27,501",She!,"00:27:25,918","00:27:27,501",1645.918,1647.501,1.5830000000000837
146,"00:27:27,636 --> 00:27:29,095",Come in the house.,"00:27:27,636","00:27:29,095",1647.636,1649.095,1.45900000000006
147,"00:27:29,115 --> 00:27:30,574",You'll catch cold out there.,"00:27:29,115","00:27:30,574",1649.115,1650.574,1.45900000000006
148,"00:28:14,261 --> 00:28:15,533",A cube of sugar?,"00:28:14,261","00:28:15,533",1694.261,1695.533,1.2719999999999345
149,"00:28:15,553 --> 00:28:16,825",But whatever for?,"00:28:15,553","00:28:16,825",1695.553,1696.825,1.2719999999999345
150,"00:28:17,793 --> 00:28:19,751",He left it by the grating.,"00:28:17,793","00:28:19,751",1697.793,1699.751,1.9580000000000837
151,"00:28:20,209 --> 00:28:23,251",It's probably the same one I dropped last night.,"00:28:20,209","00:28:23,251",1700.209,1703.251,3.0419999999999163
152,"00:28:24,793 --> 00:28:25,918",What?,"00:28:24,793","00:28:25,918",1704.793,1705.918,1.125
153,"00:28:26,459 --> 00:28:28,751","What do you mean, you dropped it?","00:28:26,459","00:28:28,751",1706.459,1708.751,2.2919999999999163
154,"00:28:33,428 --> 00:28:34,658",Don't touch it.,"00:28:33,428","00:28:34,658",1713.428,1714.658,1.2299999999997908
155,"00:28:34,678 --> 00:28:35,908",Do you understand?,"00:28:34,678","00:28:35,908",1714.678,1715.908,1.2299999999997908
156,"00:28:39,543 --> 00:28:40,918",It's a trap.,"00:28:39,543","00:28:40,918",1719.543,1720.918,1.375
157,"00:28:41,751 --> 00:28:44,293",They're trying to catch us!,"00:28:41,751","00:28:44,293",1721.751,1724.293,2.5419999999999163
158,"00:28:44,918 --> 00:28:48,334",We'll have to stop borrowing for a while.,"00:28:44,918","00:28:48,334",1724.918,1728.334,3.4160000000001673
